Hour,Capacity Calculation [MWh],Capacity Allocation [MWh],Total volume risk [MWh],λ OBZ [€/MWh],λ zone 1 [€/MWh],λ zone 2 [€/MWh],λ zone 3 [€/MWh],Curtailment OWF 119 (z1) [MWh],Curtailment OWF 124 (z2) [MWh],Curtailment OWF 120 (z3) [MWh]
x2557,0.0,91.45358124429708,91.45358124429708,-1e-08,48.19,8.85,-0.0,91.45358124429708,0.0,0.0
x2558,0.0,120.5499888136444,120.5499888136444,-1e-08,48.19,8.85,-0.0,120.5499888136444,0.0,0.0
x2559,0.0,150.66519888162952,150.66519888162952,-0.0,48.19,8.85,-0.0,150.66519888162952,0.0,0.0
x2560,0.0,205.3659137291927,205.3659137291927,-1e-08,48.19,8.85,-0.0,0.0,205.3659137291927,0.0
x2561,0.0,305.97633861147415,305.97633861147415,-1e-08,48.53,8.85,-0.0,305.97633861147415,0.0,0.0
x2562,0.0,400.4976948426324,400.4976948426324,-0.0,65.64,8.85,-0.0,0.0,400.4976948426324,0.0
x2563,0.0,477.6216270810744,477.6216270810744,-0.0,65.64,8.85,-0.0,0.0,477.6216270810744,0.0
x2564,0.0,569.0122181464823,569.0122181464823,-0.0,65.64,8.85,-0.0,0.0,569.0122181464823,0.0
x2698,0.0,591.4026262140716,591.4026262140716,-0.0,65.64,-1e-08,-0.0,591.4026262140716,0.0,0.0
x2699,0.0,659.2770106769985,659.2770106769985,-1e-08,65.64,-1e-08,-0.0,238.9670111769983,0.0,420.3099995000002
x2700,0.0,1303.6205947919923,1303.6205947919923,-1e-08,48.53,-1e-08,-0.0,818.3905952919922,0.0,485.2299995000001
x2701,0.0,1542.820001,1542.820001,-1e-08,48.53,-0.0,-0.0,1029.8500005,0.0,512.9700005
x2702,0.0,1535.533482485687,1535.533482485687,-1e-08,48.19,-1e-08,-0.0,1035.8650005,0.0,499.6684819856871
x2703,0.0,839.1927457399249,839.1927457399249,-1e-08,48.53,-1e-08,-0.0,325.4327462399258,0.0,513.7599994999991
x2704,0.0,857.7028632452799,857.7028632452799,-0.0,48.53,0.1848228908911671,-0.0,851.1398323495016,6.563030895778297,0.0
x2705,0.0,445.0673794328444,445.0673794328444,-0.0,48.53,8.85,-0.0,445.0673794328444,0.0,0.0
x2706,0.0,845.088030395778,845.088030395778,-0.0,66.57,8.85,-0.0,0.0,845.088030395778,0.0
x2707,0.0,764.838030395778,764.838030395778,-0.0,66.57,8.85,-0.0,0.0,764.838030395778,0.0
x2708,0.0,692.923030895778,692.923030895778,-0.0,65.64,8.85,-0.0,0.0,692.923030895778,0.0
x2709,0.0,605.038030895778,605.038030895778,-0.0,48.53,8.85,-0.0,0.0,605.038030895778,0.0
x2710,0.0,427.48462394499006,427.48462394499006,-0.0,48.19,8.85,-0.0,0.0,427.48462394499006,0.0
x2711,0.0,261.3716280810745,261.3716280810745,-1e-08,48.19,8.85,-0.0,261.3716280810745,0.0,0.0
x2712,0.0,188.27323556985107,188.27323556985107,-1e-08,48.19,8.85,-0.0,188.27323556985107,0.0,0.0
x2713,0.0,168.64160825841964,168.64160825841964,-1e-08,47.42,8.85,-0.0,168.64160825841964,0.0,0.0
x2714,0.0,202.89198471151883,202.89198471151883,-0.0,47.42,8.85,-0.0,202.89198471151883,0.0,0.0
x2719,0.0,96.42702403561071,96.42702403561071,-1e-08,47.42,0.1805955383268411,-1e-08,96.42702403561071,0.0,0.0
x2720,0.0,249.4775621235476,249.4775621235476,-1e-08,48.19,0.1835280261417324,-1e-08,249.4775621235476,0.0,0.0
x2721,0.0,195.28156275309232,195.28156275309232,-1e-08,48.19,0.1835280261417295,-1e-08,195.28156275309232,0.0,0.0
x2722,0.0,430.5283726209717,430.5283726209717,-1e-08,48.19,0.1835280261417324,-1e-08,430.5283726209717,0.0,0.0
x2723,0.0,313.38892652870254,313.38892652870254,-1e-08,48.19,-1e-08,-1e-08,0.0,0.0,313.38892652870254
x2724,0.0,505.4720198833947,505.4720198833947,-1e-08,48.19,-1e-08,-1e-08,109.6520193833948,0.0,395.8200004999999
x2725,0.0,375.49500050000006,375.49500050000006,-1e-08,47.42,-1e-08,-1e-08,0.0,0.0,375.49500050000006
x2726,0.0,167.66985119349414,167.66985119349414,-1e-08,37.28,0.1419781013878278,-1e-08,167.66985119349414,0.0,0.0
x2728,0.0,733.7580303957781,733.7580303957781,-1e-08,48.19,8.85,-1e-08,0.0,733.7580303957781,0.0
x2729,0.0,698.2380303957781,698.2380303957781,-1e-08,48.19,8.85,-1e-08,0.0,698.2380303957781,0.0
x2730,0.0,648.8430303957781,648.8430303957781,-0.0,65.64,8.85,-0.0,0.0,648.8430303957781,0.0
x2731,0.0,588.3280308957782,588.3280308957782,-0.0,66.57,8.85,-0.0,0.0,588.3280308957782,0.0
x2732,0.0,431.553236415337,431.553236415337,-0.0,65.64,8.85,-0.0,0.0,431.553236415337,0.0
x2733,0.0,323.86881294237946,323.86881294237946,-1e-08,48.53,8.85,-0.0,323.86881294237946,0.0,0.0
x2734,0.0,258.5075726471512,258.5075726471512,-1e-08,48.53,8.85,-0.0,258.5075726471512,0.0,0.0
x2735,0.0,178.146329351923,178.146329351923,-1e-08,48.19,8.85,-0.0,178.146329351923,0.0,0.0
x2736,0.0,100.32565173634384,100.32565173634384,-1e-08,48.19,8.85,-0.0,100.32565173634384,0.0,0.0
x2737,0.0,17.9752366379347,17.9752366379347,-0.0,48.19,8.85,-0.0,17.9752366379347,0.0,0.0
x2784,0.0,671.1730308957781,671.1730308957781,-0.0,48.19,8.85,-0.0,0.0,671.1730308957781,0.0
x2786,0.0,727.3780308957781,727.3780308957781,-0.0,48.19,8.85,-0.0,0.0,727.3780308957781,0.0
x2788,0.0,583.0189018939313,583.0189018939313,-0.0,48.19,8.85,-0.0,0.0,583.0189018939313,0.0
x2862,0.0,381.8368752089174,381.8368752089174,-0.0,48.19,8.85,-0.0,0.0,381.8368752089174,0.0
x2863,0.0,468.8176281151164,468.8176281151164,-0.0,48.19,8.85,-0.0,0.0,468.8176281151164,0.0
x2864,0.0,518.0000826233668,518.0000826233668,-0.0,48.53,8.85,-0.0,0.0,518.0000826233668,0.0
x2867,0.0,382.9983443760053,382.9983443760053,-0.0,48.53,8.85,-0.0,0.0,382.9983443760053,0.0
x2868,0.0,255.0581996663236,255.0581996663236,-1e-08,48.19,8.85,-0.0,255.0581996663236,0.0,0.0
x2869,0.0,169.4228229552807,169.4228229552807,-0.0,48.19,8.85,-0.0,169.4228229552807,0.0,0.0
x2870,0.0,114.38420754892093,114.38420754892093,-0.0,48.19,8.85,-0.0,114.38420754892093,0.0,0.0
